rep,group,segment,index,rmsf_nm
rep1,CA1,1,1066,0.028
rep1,CA1,1,1067,0.1047
rep1,CA1,1,1068,0.0787
rep1,CA1,1,1069,0.0917
rep1,CA1,1,1070,0.0376
rep1,CA1,1,1071,0.0687
rep1,CA1,1,1072,0.0381
rep1,CA1,1,1073,0.1106
rep1,CA1,1,1074,0.0903
rep1,CA1,1,1075,0.1018
rep1,CA1,1,1076,0.0309
rep1,CA1,1,1077,0.1287
rep1,CA1,1,1078,0.1171
rep1,CA1,1,1079,0.1473
rep1,CA1,1,1080,0.1463
rep1,CA1,1,1081,0.1758
rep1,CA1,1,1082,0.1749
rep1,CA1,1,1083,0.0938
