rep,group,segment,index,rmsf_nm
rep2,CA1,1,1066,0.0297
rep2,CA1,1,1067,0.0952
rep2,CA1,1,1068,0.0747
rep2,CA1,1,1069,0.0863
rep2,CA1,1,1070,0.0427
rep2,CA1,1,1071,0.0686
rep2,CA1,1,1072,0.0384
rep2,CA1,1,1073,0.1064
rep2,CA1,1,1074,0.0873
rep2,CA1,1,1075,0.1117
rep2,CA1,1,1076,0.0327
rep2,CA1,1,1077,0.1296
rep2,CA1,1,1078,0.1165
rep2,CA1,1,1079,0.1367
rep2,CA1,1,1080,0.1333
rep2,CA1,1,1081,0.1687
rep2,CA1,1,1082,0.1694
rep2,CA1,1,1083,0.0916
